,Location,Truck,Start_Time,End_Time,Date
335,University of Chicago,Eleaven Food Co.,10:53 AM,12:53 PM,2015-07-29
336,University of Chicago,La Boulangerie,10:53 AM,12:53 PM,2015-07-29
337,University of Chicago,Windy City Patty Wagon,10:44 AM,01:30 PM,2015-07-29
338,University of Chicago,Bob Cha Food Truck,10:41 AM,01:30 PM,2015-07-29
339,University of Chicago,Tony's Kitchen & Co.,11:55 AM,01:55 PM,2015-07-30
340,University of Chicago,Haute and Ready,11:00 AM,01:30 PM,2015-07-30
341,University of Chicago,Windy City Patty Wagon,10:56 AM,02:00 PM,2015-07-30
342,University of Chicago,Eleaven Food Co.,11:55 AM,01:55 PM,2015-07-30
343,University of Chicago,Döner Men,11:00 AM,02:00 PM,2015-07-30
344,University of Chicago,La Cocinita,11:55 AM,01:55 PM,2015-07-30
345,University of Chicago,PORKCHOP,11:55 AM,01:55 PM,2015-07-30
346,University of Chicago,La Boulangerie,11:55 AM,01:55 PM,2015-07-30
347,University of Chicago,Chicago's Finest,10:59 AM,01:30 PM,2015-07-31
348,University of Chicago,Chicago Lunch Box,11:00 AM,01:00 PM,2015-07-31
349,University of Chicago,Wow Bao,11:17 AM,01:17 PM,2015-07-31
350,University of Chicago,Caponies Express,11:08 AM,01:08 PM,2015-07-31
351,Schaumburg Area,Chicago Cupcake,12:00 PM,09:00 PM,2015-07-26
352,Schaumburg Area,Mangiare Italiano,12:00 PM,03:20 PM,2015-07-26
353,Schaumburg Area,Best Truckin' BBQ,11:00 AM,09:21 PM,2015-07-26
354,Schaumburg Area,Toasty Cheese,12:00 PM,09:00 PM,2015-07-26
355,Schaumburg Area,Pierogi Street,12:00 PM,09:00 PM,2015-07-26
356,Schaumburg Area,Toasty Cheese,11:30 AM,01:30 PM,2015-07-27
357,Schaumburg Area,Chicago Pizza Boss,12:00 PM,01:15 PM,2015-07-30
358,Schaumburg Area,Grill Chasers,11:30 AM,01:30 PM,2015-07-30
359,Schaumburg Area,Anas Eats and Treats,11:00 AM,01:30 PM,2015-07-30
360,Schaumburg Area,The Calle Wagon,11:00 AM,01:30 PM,2015-07-30
361,Schaumburg Area,Daniel's Raw Paleo,12:00 PM,01:00 PM,2015-07-30
362,Schaumburg Area,Toasty Cheese,11:00 AM,01:00 PM,2015-07-30
363,Schaumburg Area,Toasty Cheese,11:00 AM,02:00 PM,2015-07-30
364,Schaumburg Area,Toasty Cheese,06:00 PM,09:00 PM,2015-07-30
365,Schaumburg Area,Daniel's Raw Paleo,06:30 PM,07:30 PM,2015-07-30
366,Schaumburg Area,Toasty Cheese,05:30 PM,11:55 PM,2015-07-31
367,Schaumburg Area,The Calle Wagon,11:00 AM,01:30 PM,2015-07-31
368,Schaumburg Area,Mangiare Italiano,04:00 PM,08:00 PM,2015-08-01
369,Schaumburg Area,Toasty Cheese,01:00 PM,11:55 PM,2015-08-01
370,Schaumburg Area,Toasty Cheese,11:00 AM,02:00 PM,2015-08-01
371,Clark and Monroe,The Fat Shallot,11:00 AM,02:00 PM,2015-07-20
372,Clark and Monroe,Harold's Chicken Shack,11:00 AM,02:00 PM,2015-07-20
373,Clark and Monroe,Happy Lobster Truck,11:00 AM,02:00 PM,2015-07-20
374,Clark and Monroe,Chicago Cupcake,08:56 AM,02:00 PM,2015-07-20
375,Clark and Monroe,Firecakes Donuts,06:52 AM,01:52 PM,2015-07-20
376,Clark and Monroe,Haute Sausage,10:59 AM,01:30 PM,2015-07-20
377,Clark and Monroe,Happy Lobster Truck,11:00 AM,02:00 PM,2015-07-21
378,Clark and Monroe,Model Chef,11:00 AM,02:00 PM,2015-07-21
379,Clark and Monroe,Jack's Fork in the Road,11:00 AM,02:00 PM,2015-07-21
380,Clark and Monroe,Auntie Vee's Cupcakes,08:58 AM,02:00 PM,2015-07-21
381,Clark and Monroe,Robinson's No.1 Ribs,11:00 AM,02:00 PM,2015-07-21
382,Clark and Monroe,Chicago's Finest,10:51 AM,02:00 PM,2015-07-21
383,Clark and Monroe,Bob Cha Food Truck,10:59 AM,02:00 PM,2015-07-22
384,Clark and Monroe,Gino's Steak Truck,11:30 AM,02:00 PM,2015-07-22
385,Clark and Monroe,5411 Empanadas,11:00 AM,01:13 PM,2015-07-22
386,Clark and Monroe,Tamale Spaceship,11:30 AM,01:30 PM,2015-07-22
387,Clark and Monroe,The Slide Ride,11:14 AM,02:00 PM,2015-07-22
388,Clark and Monroe,Robinson's No.1 Ribs,11:00 AM,02:00 PM,2015-07-22
389,Clark and Monroe,Chicago Cupcake,08:42 AM,02:00 PM,2015-07-22
390,Clark and Monroe,Jack's Fork in the Road,11:00 AM,02:00 PM,2015-07-23
391,Clark and Monroe,Chicago Lunch Box,11:17 AM,01:00 PM,2015-07-23
392,Clark and Monroe,Rosati's,11:00 AM,02:00 PM,2015-07-23
393,Clark and Monroe,Chicago's Finest,11:00 AM,02:00 PM,2015-07-23
394,Clark and Monroe,Robinson's No.1 Ribs,11:00 AM,02:00 PM,2015-07-23
395,Clark and Monroe,Chicago Lunch Box,11:00 AM,11:17 AM,2015-07-23
396,Clark and Monroe,Taquero Fusion,11:57 AM,01:57 PM,2015-07-23
397,Clark and Monroe,Yum Dum Truck,11:00 AM,02:00 PM,2015-07-24
398,Clark and Monroe,Robinson's No.1 Ribs,11:00 AM,02:00 PM,2015-07-24
399,Clark and Monroe,Chicago Cupcake,08:13 AM,01:59 PM,2015-07-24
400,Clark and Monroe,Firecakes Donuts,07:07 AM,01:07 PM,2015-07-24
401,Clark and Monroe,Rosati's,11:00 AM,02:00 PM,2015-07-24
402,Clark and Monroe,Happy Lobster Truck,11:00 AM,02:00 PM,2015-07-24
403,Clark and Monroe,Flirty Cupcakes,11:30 AM,02:45 PM,2015-07-24
404,Clark and Monroe,Tamale Spaceship,10:52 AM,01:30 PM,2015-07-24
405,Lasalle and Adams,Cupcakes for Courage,01:00 PM,02:15 PM,2015-07-21
406,Lasalle and Adams,The More Mobile,11:48 AM,01:48 PM,2015-07-21
407,Lasalle and Adams,Jerk,11:00 AM,02:00 PM,2015-07-21
408,Lasalle and Adams,Firecakes Donuts,07:15 AM,01:15 PM,2015-07-21
409,Lasalle and Adams,Harold's Chicken Shack,11:00 AM,02:00 PM,2015-07-22
410,Lasalle and Adams,Chicago Cupcake,02:15 PM,03:00 PM,2015-07-22
411,Lasalle and Adams,Jerk,11:00 AM,02:00 PM,2015-07-22
412,Lasalle and Adams,Firecakes Donuts,06:58 AM,01:58 PM,2015-07-22
413,Lasalle and Adams,Cupcakes for Courage,02:00 PM,03:15 PM,2015-07-23
414,Lasalle and Adams,Jerk,12:50 PM,02:50 PM,2015-07-23
415,Lasalle and Adams,Firecakes Donuts,06:57 AM,01:57 PM,2015-07-23
416,Lasalle and Adams,Doughnut Vault,06:46 AM,01:08 PM,2015-07-23
417,Lasalle and Adams,Doughnut Vault,06:58 AM,01:58 PM,2015-07-24
418,Lasalle and Adams,Flirty Cupcakes,04:15 PM,05:45 PM,2015-07-24
419,Daley Plaza,The Crave Bar,11:00 AM,02:00 PM,2015-07-24
420,Daley Plaza,Jack's Fork in the Road,11:00 AM,02:00 PM,2015-07-24
421,Daley Plaza,Model Chef,11:00 AM,02:00 PM,2015-07-24
422,Daley Plaza,The Corner Farmacy,11:00 AM,02:00 PM,2015-07-24
423,Daley Plaza,PIKO Street Kitchen,11:00 AM,02:00 PM,2015-07-24
424,Daley Plaza,The Slide Ride,11:00 AM,02:00 PM,2015-07-24
425,Daley Plaza,Taquero Fusion,11:00 AM,02:00 PM,2015-07-24
426,Daley Plaza,Döner Men,11:00 AM,02:00 PM,2015-07-24
427,Daley Plaza,Tittles Cupcakes,11:00 AM,02:00 PM,2015-07-24
428,Daley Plaza,Chicago Lunch Box,11:00 AM,02:00 PM,2015-07-24
429,Daley Plaza,Beaver's Donuts,11:00 AM,02:00 PM,2015-07-24
430,Wabash and Jackson,Beaver's Donuts,01:48 PM,03:48 PM,2015-07-20
431,Wabash and Jackson,Chicago Cupcake,03:00 PM,04:50 PM,2015-07-20
432,Wabash and Jackson,Chicago Cupcake,03:30 PM,04:45 PM,2015-07-22
433,Wabash and Jackson,Flirty Cupcakes,02:00 PM,03:00 PM,2015-07-23
434,Wabash and Jackson,The Jibarito Stop,11:15 AM,01:30 PM,2015-07-23
435,Wabash and Jackson,Jerk,11:00 AM,12:35 PM,2015-07-23
436,Wabash and Jackson,Chicago Cupcake,03:02 PM,04:30 PM,2015-07-24
437,Wabash and Jackson,The More Mobile,11:36 AM,01:36 PM,2015-07-24
438,Willis Tower,Flirty Cupcakes,11:30 AM,01:15 PM,2015-07-21
439,Willis Tower,Chicago Cupcake,02:45 PM,03:30 PM,2015-07-21
440,Willis Tower,The More Mobile,11:30 AM,01:30 PM,2015-07-22
441,Willis Tower,Cupcakes for Courage,01:30 PM,02:30 PM,2015-07-22
442,Willis Tower,Chicago Cupcake,08:00 AM,02:00 PM,2015-07-23
443,Willis Tower,Cupcakes for Courage,04:45 PM,05:30 PM,2015-07-24
444,Madison and Wacker,Cupcakes for Courage,11:00 AM,12:45 PM,2015-07-21
445,Madison and Wacker,Beaver's Donuts,08:00 AM,10:30 AM,2015-07-23
446,Madison and Wacker,Cupcakes for Courage,11:30 AM,12:45 PM,2015-07-24
447,Madison and Wacker,Beaver's Donuts,08:08 AM,09:15 AM,2015-07-24
448,Madison and Wacker,Cupcakes for Courage,03:38 PM,04:45 PM,2015-07-24
449,Wacker and Adams,Da Pizza Dude,11:00 AM,02:00 PM,2015-07-20
450,Wacker and Adams,Naansense,10:55 AM,01:00 PM,2015-07-20
451,Wacker and Adams,La Cocinita,11:00 AM,02:00 PM,2015-07-20
452,Wacker and Adams,Beaver's Donuts,07:00 AM,10:00 AM,2015-07-20
453,Wacker and Adams,Jack's Fork in the Road,11:00 AM,02:00 PM,2015-07-20
454,Wacker and Adams,Gino's Steak Truck,11:00 AM,02:00 PM,2015-07-20
455,Wacker and Adams,PIKO Street Kitchen,12:09 PM,02:09 PM,2015-07-20
456,Wacker and Adams,Pierogi Street,11:00 AM,02:00 PM,2015-07-20
457,Wacker and Adams,5411 Empanadas,10:47 AM,01:30 PM,2015-07-20
458,Wacker and Adams,Da Pizza Dude,11:00 AM,02:00 PM,2015-07-21
459,Wacker and Adams,Naansense,10:54 AM,01:00 PM,2015-07-21
460,Wacker and Adams,Big Shoulders,07:00 AM,09:30 AM,2015-07-21
461,Wacker and Adams,Bob Cha Food Truck,11:00 AM,01:30 PM,2015-07-21
462,Wacker and Adams,Tamale Spaceship,11:30 AM,01:30 PM,2015-07-21
463,Wacker and Adams,Gino's Steak Truck,11:00 AM,03:00 PM,2015-07-21
464,Wacker and Adams,The Slide Ride,10:52 AM,02:00 PM,2015-07-21
465,Wacker and Adams,Chicago Cupcake,08:47 AM,01:25 PM,2015-07-21
466,Wacker and Adams,Haute Sausage,10:53 AM,01:00 PM,2015-07-21
467,Wacker and Adams,Aztec Daves,11:00 AM,02:00 PM,2015-07-21
468,Wacker and Adams,Taquero Fusion,11:30 AM,01:30 PM,2015-07-22
469,Wacker and Adams,Jack's Fork in the Road,11:00 AM,02:00 PM,2015-07-22
470,Wacker and Adams,Döner Men,11:00 AM,01:00 PM,2015-07-22
471,Wacker and Adams,Naansense,11:36 AM,01:36 PM,2015-07-22
472,Wacker and Adams,Aztec Daves,11:00 AM,02:00 PM,2015-07-22
473,Wacker and Adams,Big Shoulders,08:00 AM,10:00 AM,2015-07-22
474,Wacker and Adams,Pierogi Street,12:26 PM,02:26 PM,2015-07-22
475,Wacker and Adams,La Cocinita,11:07 AM,02:00 PM,2015-07-22
476,Wacker and Adams,Blue Street Market,06:33 AM,01:33 PM,2015-07-22
477,Wacker and Adams,Da Pizza Dude,11:00 AM,02:00 PM,2015-07-22
478,Wacker and Adams,The Fat Shallot,11:00 AM,02:00 PM,2015-07-23
479,Wacker and Adams,Yum Dum Truck,11:00 AM,01:00 PM,2015-07-23
480,Wacker and Adams,Blue Street Market,07:19 AM,01:19 PM,2015-07-23
481,Wacker and Adams,Da Pizza Dude,11:00 AM,12:37 PM,2015-07-23
482,Wacker and Adams,Tamale Spaceship,11:01 AM,01:30 PM,2015-07-23
483,Wacker and Adams,Gino's Steak Truck,11:00 AM,02:00 PM,2015-07-23
484,Wacker and Adams,Naansense,11:18 AM,01:18 PM,2015-07-23
485,Wacker and Adams,Aztec Daves,11:00 AM,02:00 PM,2015-07-23
486,Wacker and Adams,Happy Lobster Truck,11:00 AM,02:00 PM,2015-07-23
487,Wacker and Adams,Aztec Daves,11:00 AM,02:00 PM,2015-07-24
488,Wacker and Adams,The Jibarito Stop,11:30 AM,02:00 PM,2015-07-24
489,Wacker and Adams,Pierogi Street,12:00 PM,02:00 PM,2015-07-24
490,Wacker and Adams,5411 Empanadas,10:40 AM,01:00 PM,2015-07-24
491,Wacker and Adams,Gino's Steak Truck,11:00 AM,02:00 PM,2015-07-24
492,Wacker and Adams,Da Pizza Dude,11:00 AM,02:00 PM,2015-07-24
493,Wacker and Adams,Naansense,11:18 AM,01:18 PM,2015-07-24
494,Wabash and Van Buren,Chicago Cupcake,05:00 PM,06:15 PM,2015-07-20
495,Wabash and Van Buren,Auntie Vee's Cupcakes,02:41 PM,04:30 PM,2015-07-21
496,Wabash and Van Buren,Cupcakes for Courage,02:30 PM,03:57 PM,2015-07-21
497,Wabash and Van Buren,Chicago Cupcake,04:50 PM,06:00 PM,2015-07-22
498,Wabash and Van Buren,Beaver's Donuts,07:00 AM,10:00 AM,2015-07-22
499,Wabash and Van Buren,Chicago Cupcake,04:30 PM,05:30 PM,2015-07-24
500,Wabash and Van Buren,Haute Sausage,11:45 AM,01:45 PM,2015-07-25
501,Michigan and Monroe,Firecakes Donuts,06:10 PM,08:10 PM,2015-07-19
502,Michigan and Monroe,Gino's Steak Truck,09:00 PM,11:00 PM,2015-07-19
503,Michigan and Monroe,Beaver's Donuts,12:08 PM,02:08 PM,2015-07-21
504,Michigan and Monroe,Tony's Kitchen & Co.,11:00 AM,02:00 PM,2015-07-21
505,Michigan and Monroe,Big Shoulders,09:30 AM,12:00 PM,2015-07-21
506,Michigan and Monroe,Firecakes Donuts,06:06 PM,08:06 PM,2015-07-22
507,Michigan and Monroe,Firecakes Donuts,04:55 PM,06:55 PM,2015-07-23
508,Michigan and Monroe,The Salsa Truck,11:00 AM,02:00 PM,2015-07-23
509,Michigan and Monroe,Beaver's Donuts,11:20 AM,01:20 PM,2015-07-23
510,Michigan and Monroe,Taquero Fusion,02:53 PM,04:53 PM,2015-07-24
511,Michigan and Monroe,Flirty Cupcakes,06:30 PM,08:00 PM,2015-07-24
512,Michigan and Monroe,Firecakes Donuts,05:38 PM,07:38 PM,2015-07-24
513,Michigan and Monroe,Flirty Cupcakes,04:54 PM,06:30 PM,2015-07-25
514,Michigan and Monroe,Firecakes Donuts,03:59 PM,05:59 PM,2015-07-25
515,Franklin and Randolph,Chicago Cupcake,01:30 PM,01:52 PM,2015-07-21
516,Franklin and Randolph,Giordano's,11:00 AM,01:00 PM,2015-07-23
517,Franklin and Randolph,Chicago Cupcake,02:15 PM,03:02 PM,2015-07-24
518,30 E. Lake,Southern Pitch,10:39 AM,10:45 AM,2015-07-22
519,30 E. Lake,Tittles Cupcakes,05:44 PM,06:11 PM,2015-07-24
520,30 E. Lake,Tittles Cupcakes,06:11 PM,07:00 PM,2015-07-24
521,Clinton and Madison,Chicago Cupcake,04:45 PM,05:45 PM,2015-07-21
522,Clinton and Madison,Cupcakes for Courage,04:45 PM,06:27 PM,2015-07-23
523,Clinton and Madison,Flirty Cupcakes,04:30 PM,05:30 PM,2015-07-23
524,Randolph and Columbus,The Jibarito Stop,10:59 AM,01:30 PM,2015-07-20
525,Randolph and Columbus,Southern Pitch,11:00 AM,02:00 PM,2015-07-20
526,Randolph and Columbus,Southern Pitch,11:30 AM,02:30 PM,2015-07-21
527,Randolph and Columbus,5411 Empanadas,10:51 AM,01:30 PM,2015-07-21
528,Randolph and Columbus,Milts BBQ Truck,11:00 AM,01:30 PM,2015-07-21
529,Randolph and Columbus,Cupcakes for Courage,04:15 PM,05:30 PM,2015-07-22
530,Randolph and Columbus,Happy Lobster Truck,11:00 AM,02:00 PM,2015-07-22
531,Randolph and Columbus,The Slide Ride,10:32 AM,02:00 PM,2015-07-23
532,Randolph and Columbus,Haute Sausage,11:00 AM,01:30 PM,2015-07-23
533,Randolph and Columbus,Haute Sausage,01:16 PM,03:30 PM,2015-07-24
534,Randolph and Columbus,Haute Sausage,03:06 PM,05:06 PM,2015-07-25
535,Hubbard and Wells,Fido to Go,03:49 PM,04:00 PM,2015-07-20
536,Hubbard and Wells,Milts BBQ Truck,10:51 AM,02:00 PM,2015-07-24
537,Hubbard and Wells,La Cocinita,11:00 AM,02:00 PM,2015-07-24
538,450 N. Cityfront Plaza,Bruges Brothers,11:02 AM,01:02 PM,2015-07-21
539,450 N. Cityfront Plaza,The Fat Shallot,11:07 AM,02:00 PM,2015-07-22
540,450 N. Cityfront Plaza,The Salsa Truck,11:00 AM,02:00 PM,2015-07-22
541,450 N. Cityfront Plaza,Milts BBQ Truck,11:09 AM,01:09 PM,2015-07-23
542,450 N. Cityfront Plaza,Windy City Patty Wagon,11:20 AM,01:00 PM,2015-07-24
543,Sangamon and Monroe,Doughnut Vault,05:00 PM,05:30 PM,2015-07-24
544,Sangamon and Monroe,The Fat Shallot,11:00 AM,02:00 PM,2015-07-25
545,600 West Chicago Avenue,Haute and Ready,10:59 AM,01:30 PM,2015-07-20
546,600 West Chicago Avenue,Big Shoulders,04:11 PM,05:00 PM,2015-07-21
547,600 West Chicago Avenue,Chicago Lunch Box,11:20 AM,01:00 PM,2015-07-21
548,600 West Chicago Avenue,Döner Men,11:00 AM,02:00 PM,2015-07-21
549,600 West Chicago Avenue,Haute and Ready,11:00 AM,01:30 PM,2015-07-22
550,600 West Chicago Avenue,PIKO Street Kitchen,11:00 AM,01:30 PM,2015-07-23
551,600 West Chicago Avenue,Bombay Wraps,11:28 AM,01:28 PM,2015-07-23
552,600 West Chicago Avenue,Pierogi Street,11:06 AM,01:06 PM,2015-07-23
553,600 West Chicago Avenue,The Fat Shallot,11:00 AM,02:00 PM,2015-07-24
554,600 West Chicago Avenue,Haute and Ready,10:51 AM,01:30 PM,2015-07-24
555,Southport and Addison,Pierogi Street,10:33 AM,01:00 PM,2015-07-19
556,Southport and Addison,Doughnut Vault,06:54 AM,01:47 PM,2015-07-19
557,Southport and Addison,Firecakes Donuts,08:13 AM,01:13 PM,2015-07-19
558,Southport and Addison,Eastman Egg,09:00 AM,12:00 PM,2015-07-19
559,Southport and Addison,Firecakes Donuts,08:43 AM,01:43 PM,2015-07-25
560,University of Chicago,Chicago's Finest,10:41 AM,01:00 PM,2015-07-20
561,University of Chicago,Mina's,11:38 AM,01:38 PM,2015-07-20
562,University of Chicago,Caponies Express,11:55 AM,01:55 PM,2015-07-20
563,University of Chicago,Bob Cha Food Truck,10:41 AM,01:30 PM,2015-07-20
564,University of Chicago,Döner Men,10:45 AM,02:00 PM,2015-07-20
565,University of Chicago,Bombay Wraps,11:52 AM,01:52 PM,2015-07-20
566,University of Chicago,La Boulangerie,11:55 AM,01:55 PM,2015-07-20
567,University of Chicago,Pierogi Street,11:30 AM,01:30 PM,2015-07-20
568,University of Chicago,Pierogi Street,11:50 AM,01:50 PM,2015-07-21
569,University of Chicago,Wow Bao,10:56 AM,01:00 PM,2015-07-21
570,University of Chicago,La Boulangerie,11:50 AM,01:50 PM,2015-07-21
571,University of Chicago,Yum Dum Truck,11:50 AM,01:50 PM,2015-07-21
572,University of Chicago,Caponies Express,11:50 AM,01:50 PM,2015-07-21
573,University of Chicago,Chicago Cupcake,10:06 AM,01:33 PM,2015-07-21
574,University of Chicago,The Fat Shallot,11:00 AM,02:00 PM,2015-07-21
575,University of Chicago,Haute and Ready,10:51 AM,01:30 PM,2015-07-21
576,University of Chicago,PORKCHOP,11:50 AM,01:50 PM,2015-07-21
577,University of Chicago,La Boulangerie,11:50 AM,01:50 PM,2015-07-22
578,University of Chicago,Chicago Lunch Box,10:57 AM,01:00 PM,2015-07-22
579,University of Chicago,Tony's Kitchen & Co.,11:50 AM,01:50 PM,2015-07-22
580,University of Chicago,La Cocinita,11:00 AM,02:00 PM,2015-07-23
581,University of Chicago,Flirty Cupcakes,12:00 PM,01:30 PM,2015-07-23
582,University of Chicago,Tony's Kitchen & Co.,11:00 AM,01:00 PM,2015-07-23
583,University of Chicago,Caponies Express,12:15 PM,02:15 PM,2015-07-23
584,University of Chicago,Döner Men,11:00 AM,02:00 PM,2015-07-23
585,University of Chicago,Bob Cha Food Truck,11:00 AM,01:30 PM,2015-07-23
586,University of Chicago,Cupcakes for Courage,11:00 AM,01:30 PM,2015-07-23
587,University of Chicago,Chicago Cupcake,10:03 AM,02:00 PM,2015-07-23
588,University of Chicago,La Boulangerie,08:35 AM,10:35 AM,2015-07-23
589,University of Chicago,Haute and Ready,10:36 AM,01:00 PM,2015-07-23
590,University of Chicago,Chicago's Finest,11:00 AM,02:00 PM,2015-07-24
591,University of Chicago,Tony's Kitchen & Co.,11:00 AM,01:00 PM,2015-07-24
592,University of Chicago,Bob Cha Food Truck,11:00 AM,01:30 PM,2015-07-24
593,University of Chicago,La Boulangerie,08:55 AM,10:55 AM,2015-07-24
594,University of Chicago,Pierogi Street,10:50 AM,12:00 PM,2015-07-24
595,Schaumburg Area,Best Truckin' BBQ,05:00 PM,08:00 PM,2015-07-21
596,Schaumburg Area,Cucina di Strada,11:00 AM,01:30 PM,2015-07-22
597,Schaumburg Area,Best Truckin' BBQ,11:00 AM,01:30 PM,2015-07-22
598,Schaumburg Area,Chicago Pizza Boss,06:00 PM,08:00 PM,2015-07-23
599,Schaumburg Area,Toasty Cheese,11:30 AM,02:00 PM,2015-07-23
600,Schaumburg Area,Daniel's Raw Paleo,06:00 PM,07:30 PM,2015-07-23
601,Schaumburg Area,Chicago Cupcake,12:00 PM,11:00 PM,2015-07-24
602,Schaumburg Area,Mangiare Italiano,06:00 PM,11:00 PM,2015-07-24
603,Schaumburg Area,Best Truckin' BBQ,05:00 PM,10:00 PM,2015-07-24
604,Schaumburg Area,Toasty Cheese,05:30 PM,11:00 PM,2015-07-24
605,Schaumburg Area,Chicago Cupcake,12:00 PM,01:54 PM,2015-07-25
606,Schaumburg Area,Baby Cakes,08:30 AM,11:30 AM,2015-07-25
607,Schaumburg Area,Best Truckin' BBQ,11:00 AM,11:00 PM,2015-07-25
608,Schaumburg Area,Toasty Cheese,12:00 PM,11:00 PM,2015-07-25
609,Clark and Monroe,Happy Lobster Truck,11:00 AM,02:00 PM,2015-07-13
610,Clark and Monroe,Chicago Cupcake,08:00 AM,01:25 PM,2015-07-13
611,Clark and Monroe,The Fat Shallot,11:00 AM,02:00 PM,2015-07-13
612,Clark and Monroe,The Slide Ride,10:44 AM,01:00 PM,2015-07-13
613,Clark and Monroe,The Corner Farmacy,07:00 AM,01:30 PM,2015-07-14
614,Clark and Monroe,Model Chef,11:00 AM,02:00 PM,2015-07-14
615,Clark and Monroe,Chicago's Finest,10:47 AM,02:00 PM,2015-07-14
616,Clark and Monroe,Haute Sausage,12:09 PM,02:09 PM,2015-07-14
617,Clark and Monroe,Jack's Fork in the Road,11:00 AM,02:00 PM,2015-07-14
618,Clark and Monroe,Tamale Spaceship,11:29 AM,01:29 PM,2015-07-15
619,Clark and Monroe,Pierogi Street,11:30 AM,02:00 PM,2015-07-15
620,Clark and Monroe,Paris Ouh La La,08:09 AM,01:09 PM,2015-07-15
621,Clark and Monroe,Tamale Spaceship,04:04 PM,06:04 PM,2015-07-15
622,Clark and Monroe,Chicago's Finest,11:30 AM,01:30 PM,2015-07-16
623,Clark and Monroe,Model Chef,11:00 AM,01:30 PM,2015-07-16
624,Clark and Monroe,Chicago Lunch Box,11:00 AM,01:30 PM,2015-07-16
625,Clark and Monroe,Happy Lobster Truck,11:00 AM,02:00 PM,2015-07-16
626,Clark and Monroe,Robinson's No.1 Ribs,11:00 AM,01:30 PM,2015-07-16
627,Clark and Monroe,Firecakes Donuts,08:02 AM,01:02 PM,2015-07-16
628,Clark and Monroe,The Fat Shallot,11:00 AM,02:00 PM,2015-07-16
629,Clark and Monroe,The Slide Ride,11:34 AM,02:00 PM,2015-07-16
630,Clark and Monroe,Caponies Express,11:00 AM,01:00 PM,2015-07-17
631,Clark and Monroe,Bruges Brothers,11:37 AM,01:37 PM,2015-07-17
632,Clark and Monroe,Döner Men,11:30 AM,01:30 PM,2015-07-17
633,Clark and Monroe,Tamale Spaceship,11:00 AM,01:00 PM,2015-07-17
634,Clark and Monroe,5411 Empanadas,10:30 AM,01:30 PM,2015-07-17
635,Clark and Monroe,Flirty Cupcakes,01:30 PM,03:00 PM,2015-07-17
636,Clark and Monroe,The Jibarito Stop,11:30 AM,01:30 PM,2015-07-17
637,Clark and Monroe,Bob Cha Food Truck,10:49 AM,01:30 PM,2015-07-17
638,Lasalle and Adams,Jerk,11:00 AM,02:00 PM,2015-07-13
639,Lasalle and Adams,Chicago Cupcake,01:35 PM,03:00 PM,2015-07-13
640,Lasalle and Adams,Harold's Chicken Shack,11:00 AM,02:00 PM,2015-07-13
641,Lasalle and Adams,Beaver's Donuts,02:45 PM,04:45 PM,2015-07-14
642,Lasalle and Adams,Doughnut Vault,06:55 AM,09:44 AM,2015-07-14
643,Lasalle and Adams,Beaver's Donuts,12:30 PM,02:30 PM,2015-07-14
644,Lasalle and Adams,Jerk,11:00 AM,02:00 PM,2015-07-14
645,Lasalle and Adams,Doughnut Vault,10:30 AM,11:07 AM,2015-07-14
646,Lasalle and Adams,The Corner Farmacy,07:00 AM,01:30 PM,2015-07-15
647,Lasalle and Adams,5411 Empanadas,11:20 AM,01:30 PM,2015-07-15
648,Lasalle and Adams,Eastman Egg,06:01 AM,08:57 AM,2015-07-15
649,Lasalle and Adams,Flirty Cupcakes,04:00 PM,05:30 PM,2015-07-16
650,Lasalle and Adams,Doughnut Vault,06:56 AM,10:44 AM,2015-07-16
651,Lasalle and Adams,Cupcakes for Courage,02:00 PM,03:26 PM,2015-07-16
652,Lasalle and Adams,Doughnut Vault,11:50 AM,12:51 PM,2015-07-16
653,Lasalle and Adams,Firecakes Donuts,07:28 AM,01:28 PM,2015-07-17
654,Lasalle and Adams,Eastman Egg,07:01 AM,10:30 AM,2015-07-17
655,Wabash and Jackson,Beaver's Donuts,12:20 PM,02:20 PM,2015-07-13
656,Wabash and Jackson,Doughnut Vault,06:53 AM,12:25 PM,2015-07-13
657,Wabash and Jackson,Chicago Cupcake,03:04 PM,03:27 PM,2015-07-13
658,Wabash and Jackson,Chicago Cupcake,04:26 PM,06:02 PM,2015-07-13
659,Wabash and Jackson,Cupcake Gangsters,02:45 PM,03:02 PM,2015-07-14
660,Wabash and Jackson,Flirty Cupcakes,02:45 PM,03:16 PM,2015-07-15
661,Wabash and Jackson,Jerk,11:00 AM,02:00 PM,2015-07-15
662,Wabash and Jackson,Doughnut Vault,09:02 AM,01:02 PM,2015-07-15
663,Wabash and Jackson,Flirty Cupcakes,01:30 PM,02:30 PM,2015-07-16
664,Wabash and Jackson,The Jibarito Stop,11:30 AM,01:30 PM,2015-07-16
665,Wabash and Jackson,Chicago Cupcake,04:08 PM,05:37 PM,2015-07-17
666,Wabash and Jackson,Beaver's Donuts,02:03 PM,06:30 PM,2015-07-17
667,Wabash and Jackson,Flirty Cupcakes,03:06 PM,03:13 PM,2015-07-17
